Section,Multiselect,Category,Label,Tag
Image composition and style: Backgrounds,TRUE,Other,imageboard colors,imageboard colors
Image composition and style: Backgrounds,TRUE,Other,lace background,lace background
Image composition and style: Backgrounds,TRUE,Other,mosaic background,mosaic background
Image composition and style: Backgrounds,TRUE,Other,paneled background,paneled background
Image composition and style: Backgrounds,TRUE,Other,photo background,photo background
Image composition and style: Backgrounds,TRUE,Other,projected inset,projected inset
Image composition and style: Backgrounds,TRUE,Other,simple background,simple background
Image composition and style: Backgrounds,TRUE,Other,sofmap background,sofmap background
Image composition and style: Backgrounds,TRUE,Other,starry background,starry background
Image composition and style: Backgrounds,TRUE,Other,transparent background,transparent background
Image composition and style: Backgrounds,TRUE,Other,zoom layer,zoom layer
Image composition and style: Censorship,TRUE,Main,censored,censored
Image composition and style: Censorship,TRUE,Main,uncensored,uncensored
Image composition and style: Censorship,TRUE,Visual forms of censorship,bar censor,bar censor
Image composition and style: Censorship,TRUE,Visual forms of censorship,convenient censoring,convenient censoring
Image composition and style: Censorship,TRUE,Visual forms of censorship,bubble filter,bubble filter
Image composition and style: Censorship,TRUE,Visual forms of censorship,hair censor,hair censor
Image composition and style: Censorship,TRUE,Visual forms of censorship,convenient arm,convenient arm
Image composition and style: Censorship,TRUE,Visual forms of censorship,convenient head,convenient head
Image composition and style: Censorship,TRUE,Visual forms of censorship,convenient leg,convenient leg
Image composition and style: Censorship,TRUE,Visual forms of censorship,hair over breasts,hair over breasts
Image composition and style: Censorship,TRUE,Visual forms of censorship,hair over crotch,hair over crotch
Image composition and style: Censorship,TRUE,Visual forms of censorship,hair over one breast,hair over one breast
Image composition and style: Censorship,TRUE,Visual forms of censorship,steam censor,steam censor
Image composition and style: Censorship,TRUE,Visual forms of censorship,tail censor,tail censor
Image composition and style: Censorship,TRUE,Visual forms of censorship,wing censor,wing censor
Image composition and style: Censorship,TRUE,Visual forms of censorship,fake scrollbar,fake scrollbar
Image composition and style: Censorship,TRUE,Visual forms of censorship,covering,covering
Image composition and style: Censorship,TRUE,Visual forms of censorship,nude cover,nude cover
Image composition and style: Censorship,TRUE,Visual forms of censorship,clothes in front,clothes in front
Image composition and style: Censorship,TRUE,Visual forms of censorship,covering breasts,covering breasts
Image composition and style: Censorship,TRUE,Visual forms of censorship,covering crotch,covering crotch
Image composition and style: Censorship,TRUE,Visual forms of censorship,mosaic censoring,mosaic censoring
Image composition and style: Censorship,TRUE,Visual forms of censorship,covering,covering
Image composition and style: Censorship,TRUE,Visual forms of censorship,covering face,covering face
Image composition and style: Censorship,TRUE,Visual forms of censorship,covering own eyes,covering own eyes
Image composition and style: Censorship,TRUE,Visual forms of censorship,covering own ears,covering own ears
Image composition and style: Censorship,TRUE,Visual forms of censorship,covering mouth,covering mouth
Image composition and style: Censorship,TRUE,Visual forms of censorship,novelty censor,novelty censor
Image composition and style: Censorship,TRUE,Visual forms of censorship,can't show this,can't show this
Image composition and style: Censorship,TRUE,Visual forms of censorship,character censor,character censor
Image composition and style: Censorship,TRUE,Visual forms of censorship,heart censor,heart censor
Image composition and style: Censorship,TRUE,Visual forms of censorship,laughing man,laughing man
Image composition and style: Censorship,TRUE,Visual forms of censorship,outside of play area,outside of play area
Image composition and style: Censorship,TRUE,Visual forms of censorship,treasure mark censor,treasure mark censor
Image composition and style: Censorship,TRUE,Visual forms of censorship,out-of-frame censoring,out-of-frame censoring
Image composition and style: Censorship,TRUE,Visual forms of censorship,one finger selfie challenge,one finger selfie challenge
Image composition and style: Censorship,TRUE,Fake or pointless censorship,fake censor,fake censor
Image composition and style: Censorship,TRUE,Fake or pointless censorship,censored food,censored food
Image composition and style: Censorship,TRUE,Fake or pointless censorship,censored violence,censored violence
Image composition and style: Censorship,TRUE,Fake or pointless censorship,character censor,character censor
Image composition and style: Censorship,TRUE,Fake or pointless censorship,identity censor,identity censor
Image composition and style: Censorship,TRUE,Fake or pointless censorship,pointless censoring,pointless censoring
Image composition and style: Colors,TRUE,Dominant specific colors,monochrome,monochrome
Image composition and style: Colors,TRUE,Dominant specific colors,greyscale,greyscale
Image composition and style: Colors,TRUE,Dominant coloring traits,anime coloring,anime coloring
Image composition and style: Colors,TRUE,Dominant coloring traits,cel shading,cel shading
Image composition and style: Colors,TRUE,Dominant coloring traits,flat color,flat color
Image composition and style: Colors,TRUE,Dominant coloring traits,gradient,gradient
Image composition and style: Colors,TRUE,Dominant coloring traits,ff gradient,ff gradient
Image composition and style: Colors,TRUE,Dominant coloring traits,high contrast,high contrast
Image composition and style: Colors,TRUE,Dominant coloring traits,inverted colors,inverted colors
Image composition and style: Colors,TRUE,Dominant coloring traits,limited palette,limited palette
Image composition and style: Colors,TRUE,Dominant coloring traits,monochrome,monochrome
Image composition and style: Colors,TRUE,Dominant coloring traits,color drain,color drain
Image composition and style: Colors,TRUE,Dominant coloring traits,multiple monochrome,multiple monochrome
Image composition and style: Colors,TRUE,Dominant coloring traits,spot color,spot color
Image composition and style: Colors,TRUE,Dominant coloring traits,greyscale,greyscale
